song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,artist_name,album_names,playlist
Down With The Sickness,74,278706,0.000319,0.649,0.896,1.19E-05,10,0.102,-2.704,0,0.056,90.009,4,0.924,Disturbed,The Sickness 10th Anniversary Edition,One More Rep
Down With The Sickness,74,278706,0.000319,0.649,0.896,1.19E-05,10,0.102,-2.704,0,0.056,90.009,4,0.924,Disturbed,The Sickness 10th Anniversary Edition,Pumping Iron
Downfall,54,191373,0.000154,0.354,0.925,1.60E-06,6,0.268,-3.317,1,0.113,196.198,4,0.511,TRUSTcompany,The Lonely Position Of Neutral,Pumping Iron
Downfall (feat. Young Dolph & Lil Baby),64,265693,0.0728,0.588,0.618,0,0,0.242,-8.478,0,0.492,83.127,4,0.365,Lil Durk,Downfall (feat. Young Dolph & Lil Baby),Most Necessary
Downfall (feat. Young Dolph & Lil Baby),64,265693,0.0728,0.588,0.618,0,0,0.242,-8.478,0,0.492,83.127,4,0.365,Lil Durk,Downfall (feat. Young Dolph & Lil Baby),Off the Strength
downforwhatever,44,190060,0.144,0.936,0.21,0.000117,6,0.0912,-8.355,0,0.393,123.728,4,0.285,Chris McClenney,downforwhatever,Low-Key
Downstreams,69,138810,0.991,0.383,0.0444,0.956,10,0.112,-25.15,0,0.0536,69.647,3,0.162,Max Swan,Downstreams,Piano in the Background
Dr Feelgood,32,282560,0.000766,0.536,0.959,0.0533,2,0.22,-5.126,1,0.076,111.012,4,0.39,Mötley Crüe,Greatest Hits,80s Rock Anthems
Dr. Feelgood,68,291306,0.000886,0.535,0.967,0.0204,2,0.233,-4.082,1,0.068,110.97,4,0.347,Mötley Crüe,Dr. Feelgood 20th Anniversary (Expanded Version),80s Hard Rock
Draco,4,225134,0.000668,0.804,0.456,0,8,0.31,-7.44,1,0.0468,130.014,4,0.165,Future,FUTURE,HIIT-Hop
Drag,60,189651,0.227,0.537,0.713,0.65,7,0.1,-6.25,1,0.0272,93.198,4,0.367,Day Wave,Drag,Feel-Good Indie Rock
Drag Me Down/As Long As You Love Me,66,206324,0.848,0.678,0.346,0,3,0.128,-8.571,1,0.0345,135.989,4,0.461,Gardiner Sisters,Drag Me Down/As Long As You Love Me,Acoustic Covers
Dragostea Din Tei - Original Romanian Version,2,213800,0.168,0.8,0.965,0,0,0.0705,-3.923,1,0.0415,130.08,4,0.71,O-Zone,DiscOzone,Fiesta 90era
Dragula,56,222986,4.64E-05,0.565,0.949,1.07E-05,1,0.0822,-6.113,1,0.0664,125.034,4,0.615,Rob Zombie,Best Of/20th Century,One More Rep
Drama (feat. Drake),74,251859,0.157,0.709,0.362,0,11,0.109,-9.814,1,0.055,122.043,4,0.113,Roy Woods,Exis,All The Feels
Dramas y comedias,49,243773,0.0469,0.571,0.89,1.53E-05,1,0.0833,-6.995,1,0.0373,139.963,4,0.768,Fangoria,Cuatricromía,Latin Pride
Drank,23,124000,0.248,0.879,0.473,0.117,8,0.114,-8.478,0,0.42,127.352,4,0.632,Mirrorish,Wooly Mammoth Whispers,Raw Beats
"Drank, Kush, Barz (feat. Spinn)",26,216560,0.00413,0.545,0.803,3.52E-06,0,0.144,-5.247,1,0.0603,160.199,4,0.374,DJ Rashad,Double Cup,Footwork Fever
Dreadlock Holiday,24,267746,0.435,0.837,0.407,0.000487,7,0.174,-12.416,0,0.0563,105.013,4,0.922,10cc,70's Pop,All Out 70s
Dream,42,219653,0.0511,0.623,0.57,1.57E-05,9,0.482,-8.999,1,0.0388,125.451,4,0.92,Silent Laika,Sunstroke Bloodpool,Fresh Finds
Dream,62,258000,0.674,0.346,0.509,7.97E-05,1,0.0685,-7.693,0,0.0514,143.437,4,0.115,Imagine Dragons,Smoke + Mirrors,You & Me
Dream - Acoustic,56,198693,0.75,0.7,0.281,0,9,0.102,-6.576,0,0.0356,74.998,4,0.385,Bishop Briggs,Dream (Acoustic),Acoustic Hits
dream #1 [arrival],60,258461,0.883,0.247,0.109,0.826,0,0.1,-23.537,1,0.0408,66.538,4,0.0909,charlie dreaming,healing dreams,Dreamy Vibes
Dream Baby Dream,52,384906,0.00905,0.688,0.716,0.732,1,0.0921,-10.437,0,0.032,144.122,4,0.977,Suicide,The Second Album + The First Rehearsal Tapes,Alternative 70s
Dream Baby Dream,26,302386,0.136,0.255,0.48,0,7,0.064,-8.144,1,0.0331,109.947,4,0.166,Bruce Springsteen,Dream Baby Dream,Born in the USA
Dream Bigger,63,196800,0.00652,0.642,0.908,1.50E-05,7,0.0863,-3,1,0.166,125.001,4,0.735,Axwell /\ Ingrosso,More Than You Know,Motivation Mix
Dream Catch Me,57,236253,0.195,0.629,0.722,0,2,0.108,-5.693,1,0.0277,118.003,4,0.58,Newton Faulkner,Hand Built By Robots,One-Hit Wonders
Dream in Blue,55,212026,0.71,0.45,0.324,0.000679,2,0.176,-11.234,1,0.037,179.133,4,0.354,The Stray Birds,The Stray Birds,Infinite Acoustic
Dream Lover,63,150706,0.715,0.526,0.774,0,5,0.437,-1.692,1,0.0459,131.715,4,0.715,Bobby Darin,The Ultimate Bobby Darin,All Out 50s
Dream Lover,51,150706,0.715,0.526,0.774,0,5,0.437,-1.692,1,0.0459,131.715,4,0.715,Bobby Darin,Rhino Hi-Five: Bobby Darin,Happy Days
Dream On,79,266960,0.388,0.307,0.433,9.08E-05,1,0.332,-10.057,1,0.029,160.9,4,0.224,Aerosmith,Aerosmith,70s Rock Anthems
Dream On,0,214013,0.0428,0.311,0.664,0,5,0.252,-4.915,0,0.0342,115.979,4,0.103,Cold,Superfiction,Hard Rock Workout
Dream State...,47,210613,0.113,0.295,0.278,0.469,7,0.127,-9.867,1,0.0288,84.137,4,0.109,Lucy Dacus,No Burden,Deep Dark Indie
Dream Walkin',42,235626,0.351,0.702,0.784,0,5,0.0814,-5.056,1,0.0278,117.599,4,0.54,Toby Keith,Toby Keith 35 Biggest Hits,Country's Greatest Hits_  The '90s
Dream With Me,46,244083,0.653,0.367,0.136,0.915,8,0.117,-20.606,1,0.0412,169.706,3,0.104,Sublime Harmonics,Silent Shimmer,Cool Down
Dreamcatchers,52,111186,0.143,0.502,0.553,0.168,0,0.198,-8.009,1,0.0322,78.942,4,0.568,Odetta Hartman,222,Swagger
Dreamer,79,251147,0.0237,0.627,0.847,0,10,0.212,-5.303,1,0.0352,126.017,4,0.611,Axwell /\ Ingrosso,More Than You Know,Happy Beats
Dreamer,2,347800,0.0836,0.866,0.681,0.0159,3,0.0433,-6.587,0,0.0534,109.492,4,0.974,The B. B. & Q. Band,Greatest Hits and Rare Tracks,I Love My 80's Rollerdisco
Dreamer,57,423061,0.00437,0.736,0.472,0.0205,8,0.103,-10.373,0,0.0431,117.999,4,0.195,Sako Isoyan,Dreamer,Lounge - Soft House
Dreamer,41,251147,0.0274,0.625,0.833,0,7,0.264,-5.389,0,0.0347,126.013,4,0.581,Axwell /\ Ingrosso,Dreamer,Motivation Mix
Dreamer,59,187039,0.0112,0.625,0.936,6.38E-05,9,0.0786,-3.915,0,0.0316,127.012,4,0.333,Tommy Trash,Dreamer,Motivation Mix
Dreamer,41,251147,0.0274,0.625,0.833,0,7,0.264,-5.389,0,0.0347,126.013,4,0.581,Axwell /\ Ingrosso,Dreamer,Powerwalk!
Dreamer,41,251147,0.0274,0.625,0.833,0,7,0.264,-5.389,0,0.0347,126.013,4,0.581,Axwell /\ Ingrosso,Dreamer,Running & Workout
Dreamer,41,251147,0.0274,0.625,0.833,0,7,0.264,-5.389,0,0.0347,126.013,4,0.581,Axwell /\ Ingrosso,Dreamer,Weekend Hangouts
Dreamer,26,265013,0.735,0.629,0.383,0.0259,8,0.0928,-13.195,1,0.044,154.001,4,0.421,Isbells,Isbells,Your Favorite Coffeehouse
Dreamer - Alpha 9 Remix,8,205437,0.00121,0.567,0.968,0.0202,5,0.381,-3.128,0,0.0318,128.01,4,0.373,Axwell /\ Ingrosso,Dreamer (Remixes),NTC_ High Intensity Training Tracks
Dreaming,47,206142,0.608,0.526,0.454,0.28,4,0.113,-11.906,1,0.0292,139.988,4,0.101,Space Lounge,Dreaming,Cool Down
Dreaming - Remastered,45,188081,0.00244,0.343,0.901,0.000147,2,0.0801,-5.373,1,0.0419,161.69,4,0.798,Blondie,Eat To The Beat,Alternative 70s
Dreaming My Dreams,50,216333,0.14,0.319,0.211,0.000318,0,0.086,-16.009,1,0.0326,121.508,3,0.427,The Cranberries,No Need To Argue,You & Me
Dreams,67,223533,0.169,0.749,0.461,0,9,0.0681,-13.652,1,0.0362,98.783,4,0.566,Gabrielle,Find Your Way,A Perfect Day
Dreams,27,254453,0.139,0.823,0.338,0.00129,0,0.5,-15.899,1,0.0413,120.473,4,0.785,Fleetwood Mac,Rumours,All Out 70s
Dreams,56,198093,0.135,0.655,0.907,4.47E-06,6,0.591,-2.605,0,0.0326,119.006,4,0.808,Alex Ross,Dreams,Running Workout Goals
Dreams - 2004 Remastered Edition,80,257800,0.0644,0.828,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789,Fleetwood Mac,Rumours (Super Deluxe),70s Rock Anthems
Dreams - Lost Kings Remix,59,206013,0.281,0.623,0.89,0,7,0.118,-3.832,1,0.0377,127.978,4,0.665,Life of Dillon,Prologue (Remixes),Happy Beats
"Dreams (Sessions, Roughs & Outtakes) - 2004 Remastered Edition",49,261546,0.405,0.872,0.316,0.0126,0,0.0849,-14.415,1,0.0436,119.528,4,0.57,Fleetwood Mac,Rumours (Super Deluxe),70s & 80s Acoustic
Dreamwood,16,205093,0.782,0.551,0.236,0.681,0,0.0695,-17.834,1,0.0285,101.015,4,0.116,Hiss Golden Messenger,Poor Moon,Autumn Acoustic
dreary,42,124974,0.895,0.734,0.295,0.947,8,0.378,-21.746,1,0.0512,120.88,4,0.407,Gnavis,diary 2018,Tender
Dreiklangsdimensionen,40,214106,0.297,0.779,0.542,0.768,11,0.112,-12.22,0,0.0367,133.482,4,0.967,Rheingold,Balearic Rock,The '80s All Lined Up
Drew Barrymore,87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25,Bryce Vine,Drew Barrymore,Anti Pop
Drew Barrymore,87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25,Bryce Vine,Drew Barrymore,Hip-Hop R&B Nation
Drew Barrymore,87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25,Bryce Vine,Drew Barrymore,Hot Rhythmic
Drew Barrymore,87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25,Bryce Vine,Drew Barrymore,Mood Booster
Drew Barrymore,87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25,Bryce Vine,Drew Barrymore,Pop Royalty
Drew Barrymore,87,190471,0.493,0.763,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25,Bryce Vine,Drew Barrymore,Viral Hits
Drew Barrymore (feat. Wale),64,216246,0.487,0.758,0.604,4.34E-05,11,0.103,-6.343,0,0.0568,152.038,4,0.444,Bryce Vine,Drew Barrymore (feat. Wale),The Rhythm & Beats
Drift,56,207772,0.00611,0.496,0.966,0.953,2,0.0671,-3.568,1,0.0407,126.017,4,0.0615,Tom Staar,Drift,Happy Beats
Drift Away - Single Version,20,230893,0.336,0.469,0.415,0,11,0.463,-9.509,1,0.0404,76.534,4,0.611,Dobie Gray,Soul,A Perfect Day
Driftin',52,174340,0.0491,0.734,0.423,0,7,0.106,-9.379,0,0.337,87.951,4,0.284,Bishop Nehru,Elevators: Act I & II,Mind Right
Drifting,57,266156,0.808,0.178,0.339,0.00172,5,0.154,-7.969,0,0.0301,74.543,4,0.0878,Nathan Ball,Drifting,The Most Beautiful Songs in the World
Drifting on a Summer's Night,11,174866,0.459,0.513,0.493,0.0942,2,0.112,-8.726,1,0.025,77.818,1,0.53,The Deep Dark Woods,Drifting on a Summer's Night,Deep Dark Indie
Driftwood,12,124000,0.683,0.656,0.228,0.479,11,0.132,-16.314,1,0.135,148.245,4,0.645,Fujitsu,Corals,Tender
Drill It In My Brain,35,188169,0.00538,0.531,0.975,0,5,0.292,-3.122,1,0.095,151.001,4,0.747,New Found Glory,Radiosurgery (Deluxe Edition),Born To Run 150 BPM
Drinkee (Vintage Culture & Slow Motion! Remix),37,342295,0.00778,0.813,0.697,0.699,4,0.0995,-4.995,1,0.041,122.005,4,0.673,Sofi Tukker,Drinkee (Vintage Culture & Slow Motion! Remix),NIKE RUNNING FASTEST MILE
Drinkin' My Baby (Off My Mind) - 2009 Remastered Version,30,145946,0.0764,0.614,0.706,0,4,0.306,-7.397,0,0.0292,127.952,4,0.867,Eddie Rabbitt,Number One Hits,Country's Greatest Hits_  The '70's
Drip,54,217253,0.0227,0.617,0.418,5.19E-06,6,0.0854,-5.228,0,0.0441,73.018,4,0.403,Luke James,Drip,Soul Coffee
Drip (feat. Migos),52,262308,0.0535,0.969,0.59,0,11,0.0776,-7.826,1,0.251,129.997,4,0.282,Cardi B,Invasion of Privacy,NTC_ Gym Strong
DrIP DrIp Drip (feat. Meek Mill),34,230439,0.162,0.71,0.814,0,10,0.16,-4.575,1,0.0561,155.02,4,0.714,Tory Lanez,DrIP DrIp Drip,Beats & Rhymes
DrIP DrIp Drip (feat. Meek Mill),34,230439,0.162,0.71,0.814,0,10,0.16,-4.575,1,0.0561,155.02,4,0.714,Tory Lanez,DrIP DrIp Drip,Hot Rhythmic
DrIP DrIp Drip (feat. Meek Mill),34,230439,0.162,0.71,0.814,0,10,0.16,-4.575,1,0.0561,155.02,4,0.714,Tory Lanez,DrIP DrIp Drip,Hype Rhythm
DrIP DrIp Drip (feat. Meek Mill),34,230439,0.162,0.71,0.814,0,10,0.16,-4.575,1,0.0561,155.02,4,0.714,Tory Lanez,DrIP DrIp Drip,Most Necessary
DrIP DrIp Drip (feat. Meek Mill),34,230439,0.162,0.71,0.814,0,10,0.16,-4.575,1,0.0561,155.02,4,0.714,Tory Lanez,DrIP DrIp Drip,New Music Friday
DrIP DrIp Drip (feat. Meek Mill),34,230439,0.162,0.71,0.814,0,10,0.16,-4.575,1,0.0561,155.02,4,0.714,Tory Lanez,DrIP DrIp Drip,RapCaviar
DrIP DrIp Drip (feat. Meek Mill),34,230439,0.162,0.71,0.814,0,10,0.16,-4.575,1,0.0561,155.02,4,0.714,Tory Lanez,DrIP DrIp Drip,Rep The Set
Drip Like That (feat. Gunna),52,191839,0.0554,0.847,0.536,0,0,0.0554,-9.156,1,0.17,157.216,4,0.206,Reese LAFLARE,Drip Like That (feat. Gunna),The Realest Down South
Drip On You,39,115872,0.0216,0.705,0.477,0,9,0.219,-11.399,0,0.15,86.028,4,0.499,Guapdad 4000,Drip On You,Cali Fire
Drip or Drown Remix (feat. Lil Yachty),64,178983,0.663,0.942,0.378,0,5,0.123,-13.672,0,0.43,117.994,4,0.691,Gunna,Drip Season 3,Off the Strength
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,A1 Hip-Hop
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,Get Turnt
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,Hot Rhythmic
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,Hype Rhythm
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,Most Necessary
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,Pop Rising
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,RapCaviar
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,Rep The Set
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,Straight Off The Porch
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,The Realest Down South
Drip Too Hard,91,145603,0.0945,0.9,0.653,0,1,0.528,-6.962,0,0.289,112.503,4,0.399,Lil Baby,Drip Too Hard,Today's Top Hits
Drip Too Hard (Lil Baby & Gunna),85,145542,0.103,0.896,0.671,0,1,0.552,-6.977,0,0.289,112.502,4,0.358,Lil Baby,Drip Harder,Global Top 50
Drip Too Hard (Lil Baby & Gunna),85,145542,0.103,0.896,0.671,0,1,0.552,-6.977,0,0.289,112.502,4,0.358,Lil Baby,Drip Harder,United States Top 50
Drip Up On Drip,47,171746,0.242,0.835,0.709,0.00143,1,0.145,-3.473,0,0.0726,136.947,4,0.544,Blake,A Drip Like This,The Realest Down South
Drive,76,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0,0.036,90.565,4,0.666,Incubus,Make Yourself,90s Acoustic
Drive,68,232533,0.0538,0.651,0.793,0.01,4,0.137,-7.312,0,0.0338,90.573,4,0.682,Incubus,Make Yourself - Tour Edition,90s Rock Anthems
Drive,76,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0,0.036,90.565,4,0.666,Incubus,Make Yourself,Acoustic Hits_ Oldies but Goodies
Drive,71,234493,0.124,0.582,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,5,0.504,The Cars,Heartbeat City,All Out 80s
Drive,39,217185,0.249,0.624,0.65,0,2,0.0739,-5.858,1,0.0341,135.972,4,0.592,States & Capitals,Drive,It's ALT Good!
Drive,76,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0,0.036,90.565,4,0.666,Incubus,Make Yourself,Soak Up the Sun
Drive,63,197386,0.0146,0.565,0.857,0,2,0.0606,-4.519,1,0.0384,126.072,4,0.632,Ben Rector,Magic,Soft Pop Hits
Drive,76,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0,0.036,90.565,4,0.666,Incubus,Make Yourself,Songs to Sing in the Car
Drive - Remastered,65,234332,0.115,0.261,0.703,0.00078,6,0.102,-7.871,1,0.0414,83.495,4,0.405,The Cars,Heartbeat City (Expanded),80s Love Songs
Drive (feat. Delilah Montagu) - Edit,76,191258,0.00124,0.719,0.79,0.0443,11,0.0786,-8.765,0,0.038,118.017,4,0.425,Black Coffee,Drive (feat. Delilah Montagu),mint
Drive and Disconnect,63,210173,0.244,0.818,0.745,0.0588,7,0.135,-8.172,0,0.0898,116.011,4,0.534,Nao,Drive and Disconnect,POLLEN
Drive Home,62,133531,0.702,0.359,0.359,0.594,4,0.106,-9.193,1,0.218,176.016,4,0.235,Shy Cope,Drive Home,Chill Instrumental Beats
Drive Me Home - GOLDHOUSE Remix,58,187640,0.0666,0.725,0.788,0.0389,0,0.107,-5.514,1,0.0619,100.01,4,0.351,Caroline Pennell,Drive Me Home (Remixes),Good Vibes
Drive Me Home - GOLDHOUSE Remix,58,187640,0.0666,0.725,0.788,0.0389,0,0.107,-5.514,1,0.0619,100.01,4,0.351,Caroline Pennell,Drive Me Home (Remixes),Young & Free
Drive Out - The Attik Radio Edit,7,208120,0.0131,0.586,0.924,0.223,0,0.37,-3.499,0,0.0328,127.964,3,0.871,Sunfreakz,Drive Out,Dance Classics
Drive Slow,58,272226,0.032,0.76,0.595,1.30E-05,6,0.315,-8.198,1,0.212,87.992,4,0.476,Kanye West,Late Registration,G.O.O.D. Music
Drive Slow / Taste Like Heaven,53,281656,0.146,0.576,0.697,0,2,0.113,-7.921,1,0.393,79.606,4,0.573,REASON,There You Have It,Mind Right
Drive Thru,33,215453,0.823,0.609,0.622,0,1,0.0999,-4.933,1,0.103,135.119,4,0.574,Hangzoo,Drive Thru,K-Hip-Hop Beats
Drive You Crazy (feat. Jason Derulo & Juicy J),38,229226,0.274,0.824,0.545,0,11,0.584,-6.117,0,0.141,127.955,4,0.61,Pitbull,Globalization,Fit & Smiling
Drive You Mad,49,212182,0.0136,0.5,0.714,0.0628,7,0.088,-6.758,1,0.0522,162.009,4,0.356,Amy Shark,Night Thinker - EP,You & Me
Drivers,42,192052,0.087,0.595,0.583,1.09E-06,1,0.0822,-10.045,1,0.375,140.284,4,0.343,President T,There's Only One,Grime Shutdown
Drivin' Nails In My Coffin,22,172906,0.808,0.683,0.448,0,0,0.18,-11.507,1,0.0309,113.424,4,0.645,Ernest Tubb,20th Century Masters: The Millennium Collection: Best Of Ernest Tubb,Country's Greatest Hits_  The '40's
Driving,42,210697,0.156,0.863,0.346,0,0,0.28,-6.569,0,0.336,86.078,4,0.606,JNTHN STEIN,Driving,Mellow Styles
Drogba (Joanna),65,199000,0.0206,0.966,0.633,4.06E-06,2,0.0715,-6.392,1,0.101,108.011,4,0.767,Afro B,Drogba (Joanna),Afropop.csv
Drogba (Joanna) (feat. Wizkid),62,197922,0.0106,0.944,0.559,3.25E-05,11,0.0775,-7.706,0,0.064,107.992,4,0.705,Afro B,Drogba (Joanna) (feat. Wizkid),We Everywhere
Drop,75,210545,0.0066,0.858,0.65,2.07E-06,8,0.121,-4.919,1,0.241,147.031,4,0.653,G-Eazy,Drop,Cali Fire
Drop,75,210545,0.0066,0.858,0.65,2.07E-06,8,0.121,-4.919,1,0.241,147.031,4,0.653,G-Eazy,Drop,Get Turnt
Drop,75,210545,0.0066,0.858,0.65,2.07E-06,8,0.121,-4.919,1,0.241,147.031,4,0.653,G-Eazy,Drop,Hip Hop Made Me
Drop,75,210545,0.0066,0.858,0.65,2.07E-06,8,0.121,-4.919,1,0.241,147.031,4,0.653,G-Eazy,Drop,Signed XOXO
Drop,75,210545,0.0066,0.858,0.65,2.07E-06,8,0.121,-4.919,1,0.241,147.031,4,0.653,G-Eazy,Drop,Workout Twerkout
Drop Dead Cynical,24,197853,4.13E-05,0.521,0.913,0.00023,7,0.0961,-3.948,1,0.0819,140.059,4,0.542,Amaranthe,MASSIVE ADDICTIVE,Adrenaline Workout
Drop It Like It's Hot,36,266066,0.169,0.892,0.628,0,1,0.102,-3.832,1,0.216,92.063,4,0.676,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece [Explicit Version],All Out 00s
Drop It Like It's Hot,70,266066,0.187,0.881,0.622,0,1,0.103,-4.149,1,0.215,91.989,4,0.633,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,Gold School
Drop It Like It's Hot,70,266066,0.187,0.881,0.622,0,1,0.103,-4.149,1,0.215,91.989,4,0.633,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,Throwback Workout
Drop It Like It's Hot,70,266066,0.187,0.881,0.622,0,1,0.103,-4.149,1,0.215,91.989,4,0.633,Snoop Dogg,R&G (Rhythm & Gangsta): The Masterpiece,Way Back Workout
Drop That Low (When I Dip),16,159999,0.00945,0.579,0.896,0.836,5,0.121,-4.132,0,0.373,125.672,4,0.103,Tujamo,Drop That Low (When I Dip),NIKE RUNNING FASTEST MILE
Drop The World,66,229226,0.0763,0.505,0.9,0,1,0.202,-1.578,1,0.392,145.042,4,0.391,Lil Wayne,Rebirth,Clinically Cold
Drop Top Benz,55,134027,0.355,0.841,0.63,0,1,0.121,-6.999,1,0.234,150.074,4,0.742,Lil Gnar,Gnar Lif3,Get Turnt
Drops of Jupiter,78,259933,0.154,0.468,0.64,0,0,0.154,-5.862,1,0.0275,79.297,4,0.499,Train,Drops Of Jupiter,2000s Smash Hits
Drops of Jupiter,78,259933,0.154,0.468,0.64,0,0,0.154,-5.862,1,0.0275,79.297,4,0.499,Train,Drops Of Jupiter,Life Sucks
Drown,70,234055,0.455,0.674,0.615,0.00091,0,0.208,-8.188,1,0.147,85.048,4,0.756,Cuco,Drown,Bedroom Pop
Drown,70,234055,0.455,0.674,0.615,0.00091,0,0.208,-8.188,1,0.147,85.048,4,0.756,Cuco,Drown,Drifting Apart
Drown,70,234055,0.455,0.674,0.615,0.00091,0,0.208,-8.188,1,0.147,85.048,4,0.756,Cuco,Drown,LatinX Indie
Drown - New,66,222093,0.000102,0.405,0.94,2.79E-05,1,0.719,-3.103,0,0.0844,143.126,4,0.24,Bring Me The Horizon,That's The Spirit,Rock Me UP!
Drowndeep: Hula,43,341266,0.145,0.621,0.449,0.072,5,0.339,-13.486,0,0.0519,90.042,4,0.505,Maxwell,Embrya,Soul Coffee
Drowning,51,218627,0.277,0.516,0.484,0,9,0.129,-5.844,1,0.0659,113.134,4,0.174,Mario,Dancing Shadows,Fresh Out The Rapper
Drowns The Whiskey (feat. Miranda Lambert),76,202066,0.294,0.552,0.698,0.000103,8,0.0905,-4.817,1,0.0306,90.006,4,0.6,Jason Aldean,Rearview Town,Hot Country
Drowsiness,46,314226,0.308,0.533,0.486,3.19E-06,0,0.102,-8.293,0,0.0505,96.989,4,0.226,Sterling Hayes,Drowsiness,Mellow Bars
Drug Addicts,81,175774,0.0121,0.932,0.481,0.000497,1,0.097,-9.499,0,0.162,142.078,4,0.197,Lil Pump,Drug Addicts,Get Turnt
Drug Addicts,81,175774,0.0121,0.932,0.481,0.000497,1,0.097,-9.499,0,0.162,142.078,4,0.197,Lil Pump,Drug Addicts,The Realest Down South
Drug Dealer,60,174232,0.0602,0.837,0.852,0,5,0.106,-3.453,1,0.18,97.497,4,0.462,Cuban Doll,Drug Dealer,Get Turnt
Drug Dealers Anonymous,59,253786,0.312,0.57,0.86,0,1,0.123,-5.075,0,0.438,152.797,4,0.495,Pusha T,Drug Dealers Anonymous,G.O.O.D. Music
Drummachine,56,156337,0.00102,0.697,0.94,0.0118,0,0.423,-2.866,1,0.106,128.018,4,0.154,LOOPERS,Drummachine,EDM Workout
Drunk And I Miss You (feat. Decco),67,182053,0.132,0.562,0.612,1.28E-06,1,0.189,-5.204,0,0.0726,91.655,4,0.215,KIDDO,Drunk And I Miss You (feat. Decco),Pop Matters
Drunk As Hell,63,203023,0.0586,0.709,0.819,9.41E-06,11,0.358,-3.399,0,0.0677,123.052,4,0.332,Lost Kings,Drunk As Hell,Now Hear This
Drunk As Hell,63,203023,0.0586,0.709,0.819,9.41E-06,11,0.358,-3.399,0,0.0677,123.052,4,0.332,Lost Kings,Drunk As Hell,Pop Matters
Drunk in Love,53,323480,0.00969,0.589,0.621,0.00104,5,0.181,-6.902,0,0.0468,140.03,4,0.401,Beyoncé,BEYONCÉ,Skylar Diggins' Training Mix
Drunk Me,79,213023,0.201,0.386,0.799,0,2,0.103,-3.789,1,0.0555,86.333,4,0.391,Mitchell Tenpenny,Mitchell Tenpenny - EP,Hot Country
Drunk Text Romance,52,120412,0.925,0.504,0.162,0.103,7,0.128,-18.266,1,0.0822,111.861,4,0.185,Cyberbully Mom Club,Outdoor Activities,Sad Vibe
Dry The Rain (Remaster),45,363538,0.0283,0.593,0.693,0.084,4,0.172,-8.576,1,0.0305,150.489,4,0.749,The Beta Band,Dry the Rain (Remaster),Alternative 90s
Dual Miriam,63,169705,0.992,0.368,0.013,0.933,5,0.101,-25.756,1,0.052,134.891,3,0.198,Scotty Baughman,Dual Miriam,Piano in the Background
Duality,55,236190,0.338,0.768,0.632,0.908,9,0.0989,-7.406,0,0.0385,125.978,4,0.372,Nicky Romero,Duality,EDM Workout
